X,Y,Index_,Event_Unique_ID,Occurrence_Date,Occurrence_year,Month,Day_of_week,Occurrence_Hour,Time_Range,Division,Death,Injuries,Hood_ID,Neighbourhood,Longitude,Latitude,ObjectId
-8852232.49518035,5429162.02276326,3413,GO-20171613046,2017/09/05 04:00:00+00,2017,September,Tuesday,18,Evening,D31,0,0,24,Black Creek (24),-79.52095749,43.76509667,3656
-8838629.44932772,5411336.99622819,3414,GO-20171610668,2017/09/05 04:00:00+00,2017,September,Tuesday,22,Evening,D14,0,1,78,Kensington-Chinatown (78),-79.39875925,43.6493456,3657
-8849980.33712876,5404019.00375045,3415,GO-20171604100,2017/09/05 04:00:00+00,2017,September,Tuesday,0,Night,D22,0,0,18,New Toronto (18),-79.50072601,43.60175975,3658
-8827383.54359886,5421153.26799299,3416,GO-20171616777,2017/09/06 04:00:00+00,2017,September,Wednesday,20,Evening,D54,0,0,54,O'Connor-Parkview (54),-79.29773556,43.71311756,3659
-8829713.54959676,5428364.8002231,3417,GO-20171630338,2017/09/08 04:00:00+00,2017,September,Friday,20,Evening,D33,0,0,45,Parkwoods-Donalda (45),-79.31866636,43.75992449,3660
-8851055.71235289,5422948.5303123,3418,GO-20171630333,2017/09/08 04:00:00+00,2017,September,Friday,20,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.51038627,43.72477325,3661
-8818695.21096334,5426080.42656481,3419,GO-20171631303,2017/09/08 04:00:00+00,2017,September,Friday,23,Evening,D43,0,2,139,Scarborough Village (139),-79.21968694,43.74510157,3662
-8831319.15068749,5434262.34335071,3420,GO-20171636317,2017/09/09 04:00:00+00,2017,September,Saturday,20,Evening,D42,0,0,117,L'Amoreaux (117),-79.33308972,43.79817569,3663
-8838151.41894397,5414454.48254028,3421,GO-20171651544,2017/09/11 04:00:00+00,2017,September,Monday,23,Evening,D53,0,0,95,Annex (95),-79.39446503,43.66960587,3664
-8852874.31994967,5419703.11390626,3422,GO-20171643442,2017/09/11 04:00:00+00,2017,September,Monday,2,Night,D12,0,0,113,Weston (113),-79.5267231,43.70370082,3665
-8843463.31899104,5409820.98570299,3423,GO-20171656343,2017/09/12 04:00:00+00,2017,September,Tuesday,22,Evening,D11,0,1,85,South Parkdale (85),-79.44218264,43.63949071,3666
-8850972.67246554,5425243.99550587,3424,GO-20171670421,2017/09/14 04:00:00+00,2017,September,Thursday,23,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50964031,43.73967319,3667
-8846991.04144664,5417658.52549904,3425,GO-20171669622,2017/09/14 04:00:00+00,2017,September,Thursday,21,Evening,D12,0,1,110,Keelesdale-Eglinton West (110),-79.47387271,43.69042154,3668
-8823011.69768972,5423250.81318536,3426,GO-20171665679,2017/09/14 04:00:00+00,2017,September,Thursday,13,Afternoon,D41,0,1,124,Kennedy Park (124),-79.2584626,43.72673559,3669
-8826022.79974689,5429748.35789751,3427,GO-20171663919,2017/09/14 04:00:00+00,2017,September,Thursday,4,Night,D41,1,0,126,Dorset Park (126),-79.28551179,43.76890038,3670
-8838753.79542533,5411658.70139585,3428,GO-20171663581,2017/09/14 04:00:00+00,2017,September,Thursday,2,Night,D14,0,0,78,Kensington-Chinatown (78),-79.39987627,43.65143665,3671
-8834346.74918,5413503.4842162,3429,GO-20171677843,2017/09/16 04:00:00+00,2017,September,Saturday,1,Night,D51,1,1,72,Regent Park (72),-79.3602871,43.66342614,3672
-8837245.79035857,5411131.33417795,3430,GO-20171682920,2017/09/16 04:00:00+00,2017,September,Saturday,20,Evening,D52,1,0,77,Waterfront Communities-The Island (77),-79.38632963,43.64800878,3673
-8819685.95888419,5436647.22399895,3431,GO-20171680250,2017/09/16 04:00:00+00,2017,September,Saturday,3,Night,D42,0,0,132,Malvern (132),-79.22858698,43.81363697,3674
-8844647.78731615,5424274.96911584,3432,GO-20171693319,2017/09/18 04:00:00+00,2017,September,Monday,12,Afternoon,D32,0,0,33,Clanton Park (33),-79.4528229,43.73338366,3675
-8835511.39929616,5411104.77176611,3433,GO-20171697219,2017/09/19 04:00:00+00,2017,September,Tuesday,3,Night,D51,0,1,77,Waterfront Communities-The Island (77),-79.37074933,43.64783612,3676
-8838959.26560185,5412405.09498496,3434,GO-20171697625,2017/09/19 04:00:00+00,2017,September,Tuesday,2,Night,D14,0,0,78,Kensington-Chinatown (78),-79.40172204,43.65628785,3677
-8838753.79542533,5411658.70139585,3435,GO-20171697619,2017/09/19 04:00:00+00,2017,September,Tuesday,2,Night,D14,0,0,78,Kensington-Chinatown (78),-79.39987627,43.65143665,3678
-8821477.42567591,5426032.0973314,3436,GO-20171710463,2017/09/20 04:00:00+00,2017,September,Wednesday,21,Evening,D43,0,0,138,Eglinton East (138),-79.24468,43.74478793,3679
-8823265.37922451,5429659.83589129,3437,GO-20171713629,2017/09/20 04:00:00+00,2017,September,Wednesday,22,Evening,D41,0,0,127,Bendale (127),-79.26074146,43.76832613,3680
-8834664.84462494,5413405.84504769,3438,GO-20171731174,2017/09/23 04:00:00+00,2017,September,Saturday,23,Evening,D51,0,1,72,Regent Park (72),-79.3631446,43.66279163,3681
-8818235.07741413,5435746.49702136,3439,GO-20171751099,2017/09/26 04:00:00+00,2017,September,Tuesday,23,Evening,D42,0,0,132,Malvern (132),-79.21555349,43.80779799,3682
-8851470.19711852,5422311.10596475,3440,GO-20171770154,2017/09/29 04:00:00+00,2017,September,Friday,19,Evening,D31,1,0,26,Downsview-Roding-CFB (26),-79.51410965,43.72063505,3683
-8844825.19607543,5414595.58949636,3441,GO-20171776658,2017/09/30 04:00:00+00,2017,September,Saturday,21,Evening,D11,0,0,91,Weston-Pellam Park (91),-79.45441659,43.67052275,3684
-8833266.17422245,5410374.84453615,3442,GO-20171778161,2017/10/01 04:00:00+00,2017,October,Sunday,5,Night,D51,2,0,70,South Riverdale (70),-79.35058013,43.64309128,3685
-8822081.16470784,5424522.41396511,3443,GO-20171799831,2017/10/04 04:00:00+00,2017,October,Wednesday,13,Afternoon,D41,0,1,124,Kennedy Park (124),-79.25010348,43.73498978,3686
-8833445.25834007,5418033.82629815,3444,GO-20171813923,2017/10/05 04:00:00+00,2017,October,Thursday,22,Evening,D54,0,0,57,Broadview North (57),-79.35218887,43.69285928,3687
-8855291.20524415,5418282.20008284,3445,GO-20171807017,2017/10/05 04:00:00+00,2017,October,Thursday,14,Afternoon,D23,1,0,6,Kingsview Village-The Westway (6),-79.54843435,43.69447252,3688
-8835362.22449933,5411093.69514293,3446,GO-20171821521,2017/10/07 04:00:00+00,2017,October,Saturday,20,Evening,D51,0,0,77,Waterfront Communities-The Island (77),-79.36940927,43.64776412,3689
-8844132.14096326,5422076.66465683,3447,GO-20171816868,2017/10/07 04:00:00+00,2017,October,Saturday,1,Night,D32,0,0,31,Yorkdale-Glen Park (31),-79.44819077,43.71911297,3690
-8855709.65743643,5418938.1401301,3448,GO-20171828016,2017/10/08 04:00:00+00,2017,October,Sunday,23,Evening,D23,1,2,6,Kingsview Village-The Westway (6),-79.55219337,43.69873278,3691
-8849768.17553765,5430957.81009668,3449,GO-20171846376,2017/10/12 04:00:00+00,2017,October,Thursday,1,Night,D31,0,0,27,York University Heights (27),-79.49882013,43.77674565,3692
-8846672.94377531,5409631.83584849,3450,GO-20171852227,2017/10/12 04:00:00+00,2017,October,Thursday,22,Evening,D11,0,0,87,High Park-Swansea (87),-79.47101519,43.63826102,3693
-8831319.15068749,5434262.34335071,3451,GO-20171852814,2017/10/13 04:00:00+00,2017,October,Friday,1,Night,D42,0,0,117,L'Amoreaux (117),-79.33308972,43.79817569,3694
-8843793.06624708,5422091.95780902,3452,GO-20171858662,2017/10/13 04:00:00+00,2017,October,Friday,23,Evening,D32,0,1,31,Yorkdale-Glen Park (31),-79.44514481,43.71921226,3695
-8841076.56342993,5411335.11161553,3453,GO-20171859503,2017/10/14 04:00:00+00,2017,October,Saturday,2,Night,D14,0,0,81,Trinity-Bellwoods (81),-79.42074205,43.64933335,3696
-8855793.11699826,5427057.23708671,3454,GO-20171864268,2017/10/14 04:00:00+00,2017,October,Saturday,21,Evening,D31,1,0,21,Humber Summit (21),-79.5529431,43.75144038,3697
-8856927.97245272,5415204.4542248,3455,GO-20171865579,2017/10/14 04:00:00+00,2017,October,Saturday,23,Evening,D23,0,0,11,Eringate-Centennial-West Deane (11),-79.56313768,43.67447885,3698
-8842045.48827779,5409943.75390424,3456,GO-20171902511,2017/10/20 04:00:00+00,2017,October,Friday,19,Evening,D14,0,0,85,South Parkdale (85),-79.42944605,43.64028883,3699
-8852903.01477481,5419788.7147697,3457,GO-20171910915,2017/10/22 04:00:00+00,2017,October,Sunday,5,Night,D12,0,0,113,Weston (113),-79.52698087,43.70425672,3700
-8842699.62498279,5410546.08806216,3458,GO-20171942590,2017/10/26 04:00:00+00,2017,October,Thursday,23,Evening,D11,0,0,86,Roncesvalles (86),-79.43532226,43.64420447,3701
-8820960.71622189,5425662.457336,3459,GO-20171942818,2017/10/26 04:00:00+00,2017,October,Thursday,23,Evening,D43,0,0,138,Eglinton East (138),-79.24003832,43.74238904,3702
-8851882.08480043,5426866.11414607,3460,GO-20171945900,2017/10/27 04:00:00+00,2017,October,Friday,13,Afternoon,D31,0,0,25,Glenfield-Jane Heights (25),-79.5178097,43.75020018,3703
-8856927.97245272,5415204.4542248,3461,GO-20171942814,2017/10/27 04:00:00+00,2017,October,Friday,0,Night,D22,0,0,11,Eringate-Centennial-West Deane (11),-79.56313768,43.67447885,3704
-8856284.99218709,5426546.96523165,3462,GO-20171950514,2017/10/28 04:00:00+00,2017,October,Saturday,5,Night,D31,0,1,22,Humbermede (22),-79.55736169,43.74812916,3705
-8832312.02147101,5414841.72539794,3463,GO-20171967442,2017/10/30 04:00:00+00,2017,October,Monday,20,Evening,D55,0,1,68,North Riverdale (68),-79.34200883,43.67212205,3706
-8820960.71622189,5425662.457336,3464,GO-20171984122,2017/11/02 04:00:00+00,2017,November,Thursday,11,Morning,D43,0,1,138,Eglinton East (138),-79.24003832,43.74238904,3707
-8822826.45092509,5424494.13060834,3465,GO-20171988934,2017/11/03 04:00:00+00,2017,November,Friday,2,Night,D41,0,0,124,Kennedy Park (124),-79.2567985,43.7348062,3708
-8848442.17561194,5424166.04969796,3466,GO-20171990464,2017/11/03 04:00:00+00,2017,November,Friday,10,Morning,D31,0,0,26,Downsview-Roding-CFB (26),-79.48690847,43.73267667,3709
-8851394.41748836,5420431.61663501,3467,GO-20171998108,2017/11/04 04:00:00+00,2017,November,Saturday,14,Afternoon,D12,0,0,113,Weston (113),-79.51342891,43.70843162,3710
-8825405.51313293,5418925.96398417,3468,GO-20172005569,2017/11/05 04:00:00+00,2017,November,Sunday,18,Evening,D41,0,0,121,Oakridge (121),-79.27996661,43.6986537,3711
-8851698.72824075,5419157.92478884,3469,GO-20172012689,2017/11/06 05:00:00+00,2017,November,Monday,21,Evening,D12,0,0,113,Weston (113),-79.51616258,43.70016019,3712
-8827597.35939761,5418314.28729036,3470,GO-20172012893,2017/11/06 05:00:00+00,2017,November,Monday,22,Evening,D54,0,0,61,Taylor-Massey (61),-79.2996563,43.69468093,3713
-8834346.74918,5413503.4842162,3471,GO-20172029032,2017/11/09 05:00:00+00,2017,November,Thursday,2,Night,D51,0,0,72,Regent Park (72),-79.3602871,43.66342614,3714
-8816458.28141809,5437206.68201767,3472,GO-20172038675,2017/11/10 05:00:00+00,2017,November,Friday,20,Evening,D42,0,0,131,Rouge (131),-79.19959226,43.81726338,3715
-8831163.56834076,5434314.92158333,3604,GO-2018470489,2018/03/14 04:00:00+00,2018,March,Wednesday,21,Evening,D42,0,1,117,L'Amoreaux (117),-79.3316921,43.7985166,3716
-8855647.41536955,5423171.85489719,3473,GO-20172038346,2017/11/10 05:00:00+00,2017,November,Friday,19,Evening,D23,0,0,5,Elms-Old Rexdale (5),-79.55163424,43.72622302,3717
-8824697.94975153,5418265.52912819,3474,GO-20172045826,2017/11/12 05:00:00+00,2017,November,Sunday,2,Night,D41,0,0,121,Oakridge (121),-79.27361046,43.69436424,3718
-8817725.53582211,5437305.78760365,3475,GO-20172046663,2017/11/12 05:00:00+00,2017,November,Sunday,7,Morning,D42,0,0,131,Rouge (131),-79.2109762,43.81790576,3719
-8821460.17004164,5425932.36245934,3476,GO-20172045637,2017/11/12 05:00:00+00,2017,November,Sunday,1,Night,D43,0,0,138,Eglinton East (138),-79.24452499,43.74414068,3720
-8857625.07068879,5427866.7549221,3477,GO-20172056702,2017/11/13 05:00:00+00,2017,November,Monday,20,Evening,D31,0,1,21,Humber Summit (21),-79.56939982,43.75669307,3721
-8818026.59381899,5437307.93209011,3478,GO-20172057499,2017/11/13 05:00:00+00,2017,November,Monday,23,Evening,D42,0,0,132,Malvern (132),-79.21368065,43.81791966,3722
-8834980.05132909,5412890.22776022,3479,GO-20172057548,2017/11/13 05:00:00+00,2017,November,Monday,23,Evening,D51,1,0,73,Moss Park (73),-79.36597615,43.65944077,3723
-8815752.76520212,5428870.76739189,3480,GO-20173003589,2017/11/15 05:00:00+00,2017,November,Wednesday,15,Afternoon,D43,0,0,136,West Hill (136),-79.1932545,43.76320713,3724
-8818026.59381899,5437307.93209011,3481,GO-20173011022,2017/11/16 05:00:00+00,2017,November,Thursday,17,Afternoon,D42,0,0,132,Malvern (132),-79.21368065,43.81791966,3725
-8843423.3864633,5422615.28259967,3482,GO-20173013149,2017/11/17 05:00:00+00,2017,November,Friday,2,Night,D32,0,0,32,Englemount-Lawrence (32),-79.44182392,43.72260982,3726
-8829258.04471197,5427769.60021438,3483,GO-20173014366,2017/11/17 05:00:00+00,2017,November,Friday,9,Morning,D41,0,1,45,Parkwoods-Donalda (45),-79.31457449,43.75606269,3727
-8834625.83382259,5412579.35499824,3484,GO-20173019693,2017/11/18 05:00:00+00,2017,November,Saturday,2,Night,D51,0,0,72,Regent Park (72),-79.36279416,43.6574204,3728
-8822600.12170238,5427173.11018738,3485,GO-20173019968,2017/11/18 05:00:00+00,2017,November,Saturday,2,Night,D43,0,0,127,Bendale (127),-79.25476535,43.75219227,3729
-8837594.82928236,5410812.78564826,3486,GO-20173029817,2017/11/19 05:00:00+00,2017,November,Sunday,20,Evening,D52,0,0,77,Waterfront Communities-The Island (77),-79.3894651,43.64593813,3730
-8825070.17095928,5419502.14978884,3487,GO-20173026043,2017/11/19 05:00:00+00,2017,November,Sunday,4,Night,D41,0,0,121,Oakridge (121),-79.27695418,43.70239572,3731
-8826571.84194702,5418602.02866104,3488,GO-20173033256,2017/11/20 05:00:00+00,2017,November,Monday,12,Afternoon,D41,0,0,61,Taylor-Massey (61),-79.29044392,43.69654981,3732
-8853453.73789925,5417594.35883215,3489,GO-20173043087,2017/11/21 05:00:00+00,2017,November,Tuesday,23,Evening,D23,0,0,7,Willowridge-Martingrove-Richview (7),-79.5319281,43.69000474,3733
-8857345.61869189,5425392.75579157,3490,GO-20173043848,2017/11/21 05:00:00+00,2017,November,Tuesday,23,Evening,D23,0,1,3,Thistletown-Beaumond Heights (3),-79.56688946,43.74063867,3734
-8816696.81459657,5436601.46497371,3491,GO-20173043943,2017/11/21 05:00:00+00,2017,November,Tuesday,23,Evening,D42,1,0,131,Rouge (131),-79.20173504,43.81334035,3735
-8842767.72356809,5410010.06097857,3492,GO-20173042488,2017/11/21 05:00:00+00,2017,November,Tuesday,18,Evening,D14,0,1,85,South Parkdale (85),-79.435934,43.64071989,3736
-8851826.05770071,5418304.17505823,3493,GO-20173055678,2017/11/23 05:00:00+00,2017,November,Thursday,16,Afternoon,D23,0,0,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,3737
-8819316.64534153,5433745.8754411,3494,GO-20173058371,2017/11/24 05:00:00+00,2017,November,Friday,2,Night,D42,0,0,132,Malvern (132),-79.22526938,43.79482688,3738
-8821036.80309384,5433011.35953563,3495,GO-20173059613,2017/11/24 05:00:00+00,2017,November,Friday,9,Morning,D42,0,0,128,Agincourt South-Malvern West (128),-79.24072182,43.79006391,3739
-8843032.04501981,5415085.87936212,3496,GO-20173070996,2017/11/25 05:00:00+00,2017,November,Saturday,22,Evening,D13,0,0,92,Corso Italia-Davenport (92),-79.43830844,43.67370843,3740
-8851244.90650666,5419301.55805523,3497,GO-20173077678,2017/11/26 05:00:00+00,2017,November,Sunday,1,Night,D12,0,0,113,Weston (113),-79.51208583,43.70109301,3741
-8860103.48449223,5424797.38546404,3498,GO-20173071786,2017/11/26 05:00:00+00,2017,November,Sunday,0,Night,D23,0,1,1,West Humber-Clairville (1),-79.59166379,43.73677452,3742
-8849768.17553765,5430957.81009668,3499,GO-20173076860,2017/11/26 05:00:00+00,2017,November,Sunday,20,Evening,D31,0,0,27,York University Heights (27),-79.49882013,43.77674565,3743
-8857371.79769653,5416567.9683054,3500,GO-20173083077,2017/11/27 05:00:00+00,2017,November,Monday,18,Evening,D23,0,0,7,Willowridge-Martingrove-Richview (7),-79.56712463,43.68333734,3744
-8831190.06683235,5422123.1418093,3605,GO-2018477504,2018/03/15 04:00:00+00,2018,March,Thursday,23,Evening,D54,0,1,44,Flemingdon Park (44),-79.33193014,43.71941472,3745
-8851826.05770071,5418304.17505823,3606,GO-2018484039,2018/03/16 04:00:00+00,2018,March,Friday,23,Evening,D23,1,0,8,Humber Heights-Westmount (8),-79.5173064,43.69461525,3746
-8844943.17247177,5421849.89493576,3607,GO-2018489653,2018/03/17 04:00:00+00,2018,March,Saturday,22,Evening,D32,2,0,31,Yorkdale-Glen Park (31),-79.45547639,43.71764066,3747
-8837323.47243883,5414290.33345359,3608,GO-2018496558,2018/03/19 04:00:00+00,2018,March,Monday,6,Morning,D52,0,1,76,Bay Street Corridor (76),-79.38702746,43.66853925,3748
-8859927.5729801,5424901.64394871,3609,GO-2018502292,2018/03/19 04:00:00+00,2018,March,Monday,19,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.59008355,43.73745121,3749
-8830757.52493212,5421537.6792465,3610,GO-2018510051,2018/03/21 04:00:00+00,2018,March,Wednesday,2,Night,D54,0,1,44,Flemingdon Park (44),-79.32804455,43.71561353,3750
-8850661.4632443,5425344.3978041,3611,GO-2018522710,2018/03/22 04:00:00+00,2018,March,Thursday,21,Evening,D31,0,0,25,Glenfield-Jane Heights (25),-79.50684467,43.74032482,3751
-8859091.29087149,5424365.5223886,3612,GO-2018531279,2018/03/24 04:00:00+00,2018,March,Saturday,5,Night,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.5825711,43.73397143,3752
-8857417.49212112,5427616.75292319,3613,GO-2018534556,2018/03/24 04:00:00+00,2018,March,Saturday,17,Afternoon,D31,0,1,21,Humber Summit (21),-79.56753511,43.75507094,3753
-8852786.13710184,5419211.43477908,3614,GO-2018538515,2018/03/24 04:00:00+00,2018,March,Saturday,12,Afternoon,D23,0,0,8,Humber Heights-Westmount (8),-79.52593094,43.70050771,3754
-8859967.41199946,5420095.2752352,3615,GO-2018543923,2018/03/24 04:00:00+00,2018,March,Saturday,4,Night,D23,0,0,1,West Humber-Clairville (1),-79.59044143,43.70624751,3755
-8827289.39625272,5419480.69241976,3616,GO-2018563076,2018/03/29 04:00:00+00,2018,March,Thursday,2,Night,D54,0,0,54,O'Connor-Parkview (54),-79.29688982,43.70225637,3756
-8843019.67074521,5423796.58921692,3617,GO-2018569442,2018/03/29 04:00:00+00,2018,March,Thursday,23,Evening,D32,0,0,32,Englemount-Lawrence (32),-79.43819728,43.73027846,3757
-8838434.97974328,5429082.84122054,3618,GO-2018569341,2018/03/30 04:00:00+00,2018,March,Friday,1,Night,D32,0,0,51,Willowdale East (51),-79.3970123,43.76458298,3758
-8848807.69983913,5420027.46668627,3619,GO-2018576274,2018/03/31 04:00:00+00,2018,March,Saturday,7,Morning,D12,0,0,30,Brookhaven-Amesbury (30),-79.49019203,43.70580717,3759
-8860965.98234092,5423893.90082026,3620,GO-2018587199,2018/04/02 04:00:00+00,2018,April,Monday,5,Night,D23,0,1,1,West Humber-Clairville (1),-79.59941174,43.73091013,3760
-8836751.00639145,5412771.34408595,3621,GO-2018592721,2018/04/03 04:00:00+00,2018,April,Tuesday,1,Night,D52,0,2,76,Bay Street Corridor (76),-79.38188491,43.65866815,3761
-8829653.07862297,5429072.29791393,3622,GO-2018619032,2018/04/06 04:00:00+00,2018,April,Friday,20,Evening,D41,1,0,45,Parkwoods-Donalda (45),-79.31812314,43.76451458,3762
-8852774.09567252,5419629.89877327,3623,GO-2018616784,2018/04/06 04:00:00+00,2018,April,Friday,14,Afternoon,D12,0,0,113,Weston (113),-79.52582277,43.70322535,3763
-8852166.45377924,5429737.08931107,3624,GO-20189010957,2018/04/07 04:00:00+00,2018,April,Saturday,8,Morning,D31,0,0,24,Black Creek (24),-79.52036423,43.76882728,3764
-8821555.57752442,5427690.15475413,3625,GO-2018638311,2018/04/09 04:00:00+00,2018,April,Monday,22,Evening,D43,0,1,127,Bendale (127),-79.24538205,43.75554721,3765
-8818575.54362394,5435551.72167579,3626,GO-2018651626,2018/04/11 04:00:00+00,2018,April,Wednesday,21,Evening,D42,0,1,132,Malvern (132),-79.21861195,43.80653528,3766
-8831435.21461498,5436357.80530832,3627,GO-2018660490,2018/04/11 04:00:00+00,2018,April,Wednesday,1,Night,D42,0,0,116,Steeles (116),-79.33413234,43.81176087,3767
-8817746.75109067,5436372.32924798,3628,GO-2018646753,2018/04/11 04:00:00+00,2018,April,Wednesday,5,Night,D42,0,0,132,Malvern (132),-79.21116678,43.81185502,3768
-8850786.31027961,5411145.78923272,3629,GO-2018658886,2018/04/13 04:00:00+00,2018,April,Friday,4,Night,D22,0,1,16,Stonegate-Queensway (16),-79.50796619,43.64810274,3769
-8836305.53361917,5422480.28668203,3630,GO-2018659416,2018/04/13 04:00:00+00,2018,April,Friday,4,Night,D53,0,1,41,Bridle Path-Sunnybrook-York Mills (41),-79.37788316,43.72173341,3770
-8838616.16891247,5411754.48355972,3631,GO-2018659405,2018/04/13 04:00:00+00,2018,April,Friday,5,Night,D14,0,0,78,Kensington-Chinatown (78),-79.39863995,43.65205921,3771
-8848902.11657844,5422924.62340895,3632,GO-2018659292,2018/04/13 04:00:00+00,2018,April,Friday,3,Night,D31,0,1,26,Downsview-Roding-CFB (26),-79.49104019,43.72461805,3772
-8843252.02569195,5417821.89387527,3633,GO-2018666307,2018/04/14 04:00:00+00,2018,April,Saturday,6,Morning,D13,0,0,107,Oakwood Village (107),-79.44028456,43.6914827,3773
-8849899.31546378,5406849.78252425,3634,GO-2018668742,2018/04/14 04:00:00+00,2018,April,Saturday,16,Afternoon,D22,0,1,17,Mimico (includes Humber Bay Shores) (17),-79.49999818,43.62017159,3774
-8835914.77771619,5411425.59961081,3635,GO-2018683205,2018/04/17 04:00:00+00,2018,April,Tuesday,3,Night,D51,0,1,75,Church-Yonge Corridor (75),-79.37437294,43.64992152,3775
-8856030.70396108,5421459.33011119,3636,GO-2018701983,2018/04/19 04:00:00+00,2018,April,Thursday,19,Evening,D23,0,0,4,Rexdale-Kipling (4),-79.55507738,43.71510482,3776
-8827692.81808735,5425925.96158989,3637,GO-2018703401,2018/04/20 04:00:00+00,2018,April,Friday,1,Night,D41,0,1,119,Wexford/Maryvale (119),-79.30051382,43.74409914,3777
-8844599.0026625,5413822.14707349,3638,GO-2018716403,2018/04/21 04:00:00+00,2018,April,Saturday,23,Evening,D11,0,1,93,Dovercourt-Wallace Emerson-Junction (93),-79.45238466,43.66549693,3778
-8851391.72355668,5428077.37692147,3639,GO-2018714693,2018/04/21 04:00:00+00,2018,April,Saturday,17,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.51340471,43.75805965,3779
-8832230.38420925,5436957.85359998,3640,GO-2018721666,2018/04/22 04:00:00+00,2018,April,Sunday,15,Afternoon,D33,0,1,48,Hillcrest Village (48),-79.34127547,43.8156505,3780
-8860497.03228803,5427785.1231987,3641,GO-2018728800,2018/04/23 04:00:00+00,2018,April,Monday,21,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.59519909,43.75616341,3781
-8850349.79538675,5419231.00683761,3642,GO-2018726842,2018/04/23 04:00:00+00,2018,April,Monday,15,Afternoon,D12,0,0,113,Weston (113),-79.50404491,43.70063482,3782
-8826082.93453582,5431769.36343906,3643,GO-2018729060,2018/04/23 04:00:00+00,2018,April,Monday,22,Evening,D42,0,0,128,Agincourt South-Malvern West (128),-79.28605199,43.78200932,3783
-8836955.94000802,5412317.1053514,3644,GO-2018730285,2018/04/24 04:00:00+00,2018,April,Tuesday,6,Morning,D52,0,0,76,Bay Street Corridor (76),-79.38372586,43.65571598,3784
-8850114.40698389,5423365.84514566,3645,GO-2018742829,2018/04/25 04:00:00+00,2018,April,Wednesday,22,Evening,D31,0,0,26,Downsview-Roding-CFB (26),-79.50193038,43.72748233,3785
-8859590.9528587,5427393.28372321,3646,GO-2018755950,2018/04/26 04:00:00+00,2018,April,Thursday,18,Evening,D23,0,0,2,Mount Olive-Silverstone-Jamestown (2),-79.58705964,43.75362093,3786
-8826481.71546088,5419804.60622081,3647,GO-2018746212,2018/04/26 04:00:00+00,2018,April,Thursday,3,Night,D41,0,0,120,Clairlea-Birchmount (120),-79.2896343,43.70435992,3787
-8841518.44503544,5411351.10698923,3648,GO-2018750678,2018/04/27 04:00:00+00,2018,April,Friday,1,Night,D14,0,0,84,Little Portugal (84),-79.42471154,43.64943732,3788
-8834705.06880974,5413187.70061317,3649,GO-2018757381,2018/04/28 04:00:00+00,2018,April,Saturday,0,Night,D51,0,1,72,Regent Park (72),-79.36350594,43.66137399,3789
-8832844.12863701,5413870.95564834,3650,GO-2018757706,2018/04/28 04:00:00+00,2018,April,Saturday,1,Night,D55,0,0,70,South Riverdale (70),-79.34678883,43.6658141,3790
-8843299.1694963,5412788.83448628,3651,GO-2018757775,2018/04/28 04:00:00+00,2018,April,Saturday,2,Night,D11,0,0,83,Dufferin Grove (83),-79.44070806,43.65878182,3791
-8817895.77894577,5436407.37654198,3652,GO-2018758021,2018/04/28 04:00:00+00,2018,April,Saturday,3,Night,D42,0,0,132,Malvern (132),-79.21250552,43.81208221,3792
-8856836.89418493,5426491.04264943,3653,GO-2018763442,2018/04/29 04:00:00+00,2018,April,Sunday,1,Night,D31,0,1,22,Humbermede (22),-79.56231951,43.74776626,3793
-8850972.67246554,5425243.99550587,3654,GO-2018767104,2018/04/29 04:00:00+00,2018,April,Sunday,16,Afternoon,D31,0,1,25,Glenfield-Jane Heights (25),-79.50964031,43.73967319,3794
-8857840.20339712,5420911.67789393,3655,GO-2018764153,2018/04/29 04:00:00+00,2018,April,Sunday,4,Night,D23,0,0,1,West Humber-Clairville (1),-79.57133239,43.71154887,3795
-8851698.72824075,5419157.92478884,3656,GO-2018773924,2018/04/30 04:00:00+00,2018,April,Monday,17,Afternoon,D12,0,0,113,Weston (113),-79.51616258,43.70016019,3796
-8837792.60616888,5409916.52116394,3657,GO-2018774296,2018/04/30 04:00:00+00,2018,April,Monday,3,Night,D52,0,0,77,Waterfront Communities-The Island (77),-79.39124176,43.64011179,3797
-8856310.73815892,5426649.72867606,3658,GO-2018775097,2018/04/30 04:00:00+00,2018,April,Monday,20,Evening,D31,0,1,22,Humbermede (22),-79.55759297,43.74879602,3798
-8835362.22449933,5411093.69514293,3659,GO-2018782478,2018/05/01 04:00:00+00,2018,May,Tuesday,21,Evening,D51,0,0,77,Waterfront Communities-The Island (77),-79.36940927,43.64776412,3799
-8850857.82748647,5419546.47823824,3660,GO-2018811150,2018/05/05 04:00:00+00,2018,May,Saturday,18,Evening,D12,0,0,113,Weston (113),-79.50860864,43.7026836,3800
-8855479.857272,5415037.74156053,3661,GO-2018821806,2018/05/07 04:00:00+00,2018,May,Monday,11,Morning,D22,1,0,10,Princess-Rosethorn (10),-79.55012904,43.67339566,3801
